,articleid,level,sentiment_score,sentiment_magnitude,language,sentence_text,byline,section,item_type,material_type_facet,des_facet,org_facet,per_facet,geo_facet,title,abstract,first_published_date,first_published_date_parsed
3,16brancazio-virus-lost,sentence,-0.30000001192092896,0.30000001192092896,,He died from complications of the novel coronavirus.,BY RICHARD SANDOMIR,Obituaries,Article,Obituary (Obit),"['Deaths (Obituaries)', 'Coronavirus (2019-nCoV)', 'Physics', 'Baseball', 'Basketball']",,"['Brancazio, Peter J.']",,"Peter Brancazio, Who Explored the Physics of Sports, Dies at 81",He used science to demystify the myths of rising fastballs and Michael Jordan’s seemingly long hang time. He died from complications of the novel coronavirus.,2020-05-16T13:04:49-04:00,2020-05-16 18:04:49+01:00
0,16dc-virus-doctor,document,-0.20000000298023224,0.5,en,,BY EMILY COCHRANE,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Medicine and Health']","['Senate', 'House of Representatives', 'Supreme Court (US)']","['Monahan, Brian P']",['Washington (DC)'],Doctor to Congress and Supreme Court Toils to Sidestep Politics Amid Pandemic,Dr. Brian P. Monahan has found himself in the middle of politicized debates over how quickly to reopen the country and who should be testing for Covid-19.,2020-05-16T12:39:25-04:00,2020-05-16 17:39:25+01:00
1,16dc-virus-doctor,sentence,0.0,0.0,,Doctor to Congress and Supreme Court Toils to Sidestep Politics Amid Pandemic.,BY EMILY COCHRANE,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Medicine and Health']","['Senate', 'House of Representatives', 'Supreme Court (US)']","['Monahan, Brian P']",['Washington (DC)'],Doctor to Congress and Supreme Court Toils to Sidestep Politics Amid Pandemic,Dr. Brian P. Monahan has found himself in the middle of politicized debates over how quickly to reopen the country and who should be testing for Covid-19.,2020-05-16T12:39:25-04:00,2020-05-16 17:39:25+01:00
2,16dc-virus-doctor,sentence,-0.4000000059604645,0.4000000059604645,,Dr. Brian P. Monahan has found himself in the middle of politicized debates over how quickly to reopen the country and who should be testing for Covid-19.,BY EMILY COCHRANE,U.S.,Article,News,"['United States Politics and Government', 'Coronavirus (2019-nCoV)', 'Coronavirus Reopenings', 'Medicine and Health']","['Senate', 'House of Representatives', 'Supreme Court (US)']","['Monahan, Brian P']",['Washington (DC)'],Doctor to Congress and Supreme Court Toils to Sidestep Politics Amid Pandemic,Dr. Brian P. Monahan has found himself in the middle of politicized debates over how quickly to reopen the country and who should be testing for Covid-19.,2020-05-16T12:39:25-04:00,2020-05-16 17:39:25+01:00
0,16dc-Virus-deficit,document,-0.30000001192092896,0.6000000238418579,en,,BY JIM TANKERSLEY,Business,Article,News,"['United States Economy', 'Federal Budget (US)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Recession and Depression', 'Interest Rates', 'Credit and Debt', 'National Debt (US)', 'Economic Conditions and Trends']",,"['Trump, Donald J', 'Kelton, Stephanie']",['United States'],How Washington Learned to Embrace the Budget Deficit,Many economists who once warned of mounting debt are now urging lawmakers to spend more to combat economic pain from coronavirus.,2020-05-16T12:36:45-04:00,2020-05-16 17:36:45+01:00
1,16dc-Virus-deficit,sentence,0.0,0.0,,How Washington Learned to Embrace the Budget Deficit.,BY JIM TANKERSLEY,Business,Article,News,"['United States Economy', 'Federal Budget (US)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Recession and Depression', 'Interest Rates', 'Credit and Debt', 'National Debt (US)', 'Economic Conditions and Trends']",,"['Trump, Donald J', 'Kelton, Stephanie']",['United States'],How Washington Learned to Embrace the Budget Deficit,Many economists who once warned of mounting debt are now urging lawmakers to spend more to combat economic pain from coronavirus.,2020-05-16T12:36:45-04:00,2020-05-16 17:36:45+01:00
2,16dc-Virus-deficit,sentence,-0.6000000238418579,0.6000000238418579,,Many economists who once warned of mounting debt are now urging lawmakers to spend more to combat economic pain from coronavirus.,BY JIM TANKERSLEY,Business,Article,News,"['United States Economy', 'Federal Budget (US)', 'Coronavirus Aid, Relief, and Economic Security Act (2020)', 'Recession and Depression', 'Interest Rates', 'Credit and Debt', 'National Debt (US)', 'Economic Conditions and Trends']",,"['Trump, Donald J', 'Kelton, Stephanie']",['United States'],How Washington Learned to Embrace the Budget Deficit,Many economists who once warned of mounting debt are now urging lawmakers to spend more to combat economic pain from coronavirus.,2020-05-16T12:36:45-04:00,2020-05-16 17:36:45+01:00
0,16virus-drivein,document,-0.10000000149011612,0.20000000298023224,en,,BY JULIA JACOBS,Movies,Article,News,"['Drive-in Theaters', 'Movies', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",['Warwick Drive-In'],"['Cuomo, Andrew M']",,"At the Drive-In: Thrills, Chills, Popcorn and Hand Sanitizer","Cabin fever and movies drew carloads of people to the drive-in theater in Warwick, N.Y., on Friday as it opened for business again.",2020-05-16T12:14:46-04:00,2020-05-16 17:14:46+01:00
1,16virus-drivein,sentence,0.0,0.0,,"At the Drive-In: Thrills, Chills, Popcorn and Hand Sanitizer.",BY JULIA JACOBS,Movies,Article,News,"['Drive-in Theaters', 'Movies', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",['Warwick Drive-In'],"['Cuomo, Andrew M']",,"At the Drive-In: Thrills, Chills, Popcorn and Hand Sanitizer","Cabin fever and movies drew carloads of people to the drive-in theater in Warwick, N.Y., on Friday as it opened for business again.",2020-05-16T12:14:46-04:00,2020-05-16 17:14:46+01:00
2,16virus-drivein,sentence,-0.10000000149011612,0.10000000149011612,,"Cabin fever and movies drew carloads of people to the drive-in theater in Warwick, N.Y., on Friday as it opened for business again.",BY JULIA JACOBS,Movies,Article,News,"['Drive-in Theaters', 'Movies', 'Coronavirus (2019-nCoV)', 'Quarantine (Life and Culture)']",['Warwick Drive-In'],"['Cuomo, Andrew M']",,"At the Drive-In: Thrills, Chills, Popcorn and Hand Sanitizer","Cabin fever and movies drew carloads of people to the drive-in theater in Warwick, N.Y., on Friday as it opened for business again.",2020-05-16T12:14:46-04:00,2020-05-16 17:14:46+01:00
0,16lincoln-memo,document,-0.4000000059604645,1.399999976158142,en,,BY SARAH LYALL AND MATT FLEGENHEIMER,U.S.,Article,News,"['Presidents and Presidency (US)', 'United States Politics and Government', 'Presidential Election of 2020']",,"['Biden, Joseph R Jr', 'Cuomo, Andrew M', 'Lincoln, Abraham', 'Trump, Donald J']",,"Sorry, Abe Lincoln Is Not on the Ballot",But the 16th president is showing up quite a bit in the 2020 race. He remains uncommitted.,2020-05-16T12:06:48-04:00,2020-05-16 17:06:48+01:00
1,16lincoln-memo,sentence,-0.699999988079071,0.699999988079071,,"Sorry, Abe Lincoln Is Not on the Ballot.",BY SARAH LYALL AND MATT FLEGENHEIMER,U.S.,Article,News,"['Presidents and Presidency (US)', 'United States Politics and Government', 'Presidential Election of 2020']",,"['Biden, Joseph R Jr', 'Cuomo, Andrew M', 'Lincoln, Abraham', 'Trump, Donald J']",,"Sorry, Abe Lincoln Is Not on the Ballot",But the 16th president is showing up quite a bit in the 2020 race. He remains uncommitted.,2020-05-16T12:06:48-04:00,2020-05-16 17:06:48+01:00
2,16lincoln-memo,sentence,-0.4000000059604645,0.4000000059604645,,But the 16th president is showing up quite a bit in the 2020 race.,BY SARAH LYALL AND MATT FLEGENHEIMER,U.S.,Article,News,"['Presidents and Presidency (US)', 'United States Politics and Government', 'Presidential Election of 2020']",,"['Biden, Joseph R Jr', 'Cuomo, Andrew M', 'Lincoln, Abraham', 'Trump, Donald J']",,"Sorry, Abe Lincoln Is Not on the Ballot",But the 16th president is showing up quite a bit in the 2020 race. He remains uncommitted.,2020-05-16T12:06:48-04:00,2020-05-16 17:06:48+01:00
3,16lincoln-memo,sentence,-0.20000000298023224,0.20000000298023224,,He remains uncommitted.,BY SARAH LYALL AND MATT FLEGENHEIMER,U.S.,Article,News,"['Presidents and Presidency (US)', 'United States Politics and Government', 'Presidential Election of 2020']",,"['Biden, Joseph R Jr', 'Cuomo, Andrew M', 'Lincoln, Abraham', 'Trump, Donald J']",,"Sorry, Abe Lincoln Is Not on the Ballot",But the 16th president is showing up quite a bit in the 2020 race. He remains uncommitted.,2020-05-16T12:06:48-04:00,2020-05-16 17:06:48+01:00
0,16VIRUS-UNEMPLOYMENTFRAUD,document,-0.10000000149011612,0.6000000238418579,en,,BY MIKE BAKER,U.S.,Article,News,"['Unemployment Insurance', 'States (US)', 'Unemployment', 'Layoffs and Job Reductions', 'Labor and Jobs', 'Frauds and Swindling', 'Coronavirus (2019-nCoV)']",['Secret Service'],,"['Washington (State)', 'Nigeria']",Feds Suspect Vast Fraud Network Is Targeting U.S. Unemployment Systems,Investigators detected a sophisticated international attack they said could siphon hundreds of millions of dollars that were intended for the unemployed.,2020-05-16T11:10:57-04:00,2020-05-16 16:10:57+01:00
1,16VIRUS-UNEMPLOYMENTFRAUD,sentence,-0.4000000059604645,0.4000000059604645,,Feds Suspect Vast Fraud Network Is Targeting U.S. Unemployment Systems.,BY MIKE BAKER,U.S.,Article,News,"['Unemployment Insurance', 'States (US)', 'Unemployment', 'Layoffs and Job Reductions', 'Labor and Jobs', 'Frauds and Swindling', 'Coronavirus (2019-nCoV)']",['Secret Service'],,"['Washington (State)', 'Nigeria']",Feds Suspect Vast Fraud Network Is Targeting U.S. Unemployment Systems,Investigators detected a sophisticated international attack they said could siphon hundreds of millions of dollars that were intended for the unemployed.,2020-05-16T11:10:57-04:00,2020-05-16 16:10:57+01:00
2,16VIRUS-UNEMPLOYMENTFRAUD,sentence,0.10000000149011612,0.10000000149011612,,Investigators detected a sophisticated international attack they said could siphon hundreds of millions of dollars that were intended for the unemployed.,BY MIKE BAKER,U.S.,Article,News,"['Unemployment Insurance', 'States (US)', 'Unemployment', 'Layoffs and Job Reductions', 'Labor and Jobs', 'Frauds and Swindling', 'Coronavirus (2019-nCoV)']",['Secret Service'],,"['Washington (State)', 'Nigeria']",Feds Suspect Vast Fraud Network Is Targeting U.S. Unemployment Systems,Investigators detected a sophisticated international attack they said could siphon hundreds of millions of dollars that were intended for the unemployed.,2020-05-16T11:10:57-04:00,2020-05-16 16:10:57+01:00
0,16McInerny,document,-0.699999988079071,2.0999999046325684,en,,BY NORA MCINERNY,Opinion,Article,Op-Ed,"['Grief (Emotion)', 'Paid Time Off', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)']",,,,Grieving Shouldn’t Be a Privilege,Many of us are experiencing loss right now. We need the time and space to process it.,2020-05-16T11:00:09-04:00,2020-05-16 16:00:09+01:00
1,16McInerny,sentence,-0.699999988079071,0.699999988079071,,Grieving Shouldn’t Be a Privilege.,BY NORA MCINERNY,Opinion,Article,Op-Ed,"['Grief (Emotion)', 'Paid Time Off', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)']",,,,Grieving Shouldn’t Be a Privilege,Many of us are experiencing loss right now. We need the time and space to process it.,2020-05-16T11:00:09-04:00,2020-05-16 16:00:09+01:00
2,16McInerny,sentence,-0.8999999761581421,0.8999999761581421,,Many of us are experiencing loss right now.,BY NORA MCINERNY,Opinion,Article,Op-Ed,"['Grief (Emotion)', 'Paid Time Off', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)']",,,,Grieving Shouldn’t Be a Privilege,Many of us are experiencing loss right now. We need the time and space to process it.,2020-05-16T11:00:09-04:00,2020-05-16 16:00:09+01:00
3,16McInerny,sentence,-0.4000000059604645,0.4000000059604645,,We need the time and space to process it.,BY NORA MCINERNY,Opinion,Article,Op-Ed,"['Grief (Emotion)', 'Paid Time Off', 'Funerals and Memorials', 'Coronavirus (2019-nCoV)']",,,,Grieving Shouldn’t Be a Privilege,Many of us are experiencing loss right now. We need the time and space to process it.,2020-05-16T11:00:09-04:00,2020-05-16 16:00:09+01:00
0,16virus-obama,document,-0.6000000238418579,2.0,en,,BY AUDRA D. S. BURCH AND JOHN ELIGON,U.S.,Article,News,"['Commencement Speeches', 'Coronavirus (2019-nCoV)', 'Historically Black Colleges and Universities', 'Black People']",,"['Obama, Barack']",,Obama Says U.S. Lacks Leadership on Virus in Virtual Commencement Speech,"The virus has “torn back the curtain on the idea that the folks in charge know what they’re doing,” the former president said. “A lot of them aren’t even pretending to be in charge.”",2020-05-16T11:00:08-04:00,2020-05-16 16:00:08+01:00
1,16virus-obama,sentence,-0.699999988079071,0.699999988079071,,Obama Says U.S. Lacks Leadership on Virus in Virtual Commencement Speech.,BY AUDRA D. S. BURCH AND JOHN ELIGON,U.S.,Article,News,"['Commencement Speeches', 'Coronavirus (2019-nCoV)', 'Historically Black Colleges and Universities', 'Black People']",,"['Obama, Barack']",,Obama Says U.S. Lacks Leadership on Virus in Virtual Commencement Speech,"The virus has “torn back the curtain on the idea that the folks in charge know what they’re doing,” the former president said. “A lot of them aren’t even pretending to be in charge.”",2020-05-16T11:00:08-04:00,2020-05-16 16:00:08+01:00
2,16virus-obama,sentence,-0.699999988079071,0.699999988079071,,"The virus has “torn back the curtain on the idea that the folks in charge know what they’re doing,” the former president said.",BY AUDRA D. S. BURCH AND JOHN ELIGON,U.S.,Article,News,"['Commencement Speeches', 'Coronavirus (2019-nCoV)', 'Historically Black Colleges and Universities', 'Black People']",,"['Obama, Barack']",,Obama Says U.S. Lacks Leadership on Virus in Virtual Commencement Speech,"The virus has “torn back the curtain on the idea that the folks in charge know what they’re doing,” the former president said. “A lot of them aren’t even pretending to be in charge.”",2020-05-16T11:00:08-04:00,2020-05-16 16:00:08+01:00
3,16virus-obama,sentence,-0.6000000238418579,0.6000000238418579,,“A lot of them aren’t even pretending to be in charge.”,BY AUDRA D. S. BURCH AND JOHN ELIGON,U.S.,Article,News,"['Commencement Speeches', 'Coronavirus (2019-nCoV)', 'Historically Black Colleges and Universities', 'Black People']",,"['Obama, Barack']",,Obama Says U.S. Lacks Leadership on Virus in Virtual Commencement Speech,"The virus has “torn back the curtain on the idea that the folks in charge know what they’re doing,” the former president said. “A lot of them aren’t even pretending to be in charge.”",2020-05-16T11:00:08-04:00,2020-05-16 16:00:08+01:00
0,17wordplay-cascades,document,0.10000000149011612,0.20000000298023224,en,,BY CAITLIN LOVINGER,Crosswords & Games,Article,News,['Crossword Puzzles'],,"['Berlin, Eric (Crossword Constructor)']",,Variety: Cascades,Let’s drift downstream with Eric Berlin’s new variety puzzle.,2020-05-16T11:00:03-04:00,2020-05-16 16:00:03+01:00
1,17wordplay-cascades,sentence,0.10000000149011612,0.10000000149011612,,Variety: Cascades.,BY CAITLIN LOVINGER,Crosswords & Games,Article,News,['Crossword Puzzles'],,"['Berlin, Eric (Crossword Constructor)']",,Variety: Cascades,Let’s drift downstream with Eric Berlin’s new variety puzzle.,2020-05-16T11:00:03-04:00,2020-05-16 16:00:03+01:00
